gateNo,typeAccepted,refuelingCapable,maxCartsAccepted,stationName,,stationName,location,,trainNo,departureTime,arrivalTime,routeStatus,,trainNo,totalLocomotiveCarts,totalTransportCarts,totalPassengerCarts,rdyForUtil,stationName
63995,passenger,Yes,24,Santomenna Station,,Santomenna Station,Santomenna,,"53,200,000,000.00",03:16,,Early,,"53,200,000,000.00",1,8,2,FALSE,Santomenna Station
81820,passenger,Yes,69,LiÃ©vin Station,,LiÃ©vin Station,LiÃ©vin,,"47,800,000,000.00",09:54,,Scheduled,,"47,800,000,000.00",2,5,16,TRUE,LiÃ©vin Station
67566,passenger,No,39,Leersum Station,,Leersum Station,Leersum,,"24,000,000,000.00",13:55,,On-Time,,"24,000,000,000.00",2,4,19,FALSE,Leersum Station
77817,cargo,Yes,23,TomaszÃ³w Mazowiecki Station,,TomaszÃ³w Mazowiecki Station,TomaszÃ³w Mazowiecki,,"48,300,000,000.00",03:23,,Boarding,,"48,300,000,000.00",1,11,10,FALSE,TomaszÃ³w Mazowiecki Station
2086,passenger,Yes,58,BalÄ±kesir Station,,BalÄ±kesir Station,BalÄ±kesir,,"51,300,000,000.00",01:58,,Arrived,,"51,300,000,000.00",1,1,13,TRUE,BalÄ±kesir Station
20106,passenger,No,63,Worksop Station,,Worksop Station,Worksop,,"24,200,000,000.00",18:20,,Boarding,,"24,200,000,000.00",1,13,11,FALSE,Worksop Station
14885,cargo,No,20,VÃ¶lklingen Station,,VÃ¶lklingen Station,VÃ¶lklingen,,"71,200,000,000.00",03:43,,Boarding,,"71,200,000,000.00",1,2,16,FALSE,VÃ¶lklingen Station
26576,passenger,Yes,84,Pirque Station,,Pirque Station,Pirque,,"86,300,000,000.00",15:58,,Arrived,,"86,300,000,000.00",0,17,2,TRUE,Pirque Station
41669,cargo,Yes,93,ReyhanlÄ± Station,,ReyhanlÄ± Station,ReyhanlÄ±,,"87,900,000,000.00",23:02,,Boarding,,"87,900,000,000.00",1,10,16,TRUE,ReyhanlÄ± Station
66687,cargo,Yes,13,Cochin Station,,Cochin Station,Cochin,,"14,800,000,000.00",17:29,,On-Time,,"14,800,000,000.00",1,7,10,FALSE,Cochin Station
92608,cargo,Yes,78,Sherani Station,,Sherani Station,Sherani,,"29,100,000,000.00",14:23,,On-Time,,"29,100,000,000.00",2,4,11,TRUE,Sherani Station
29409,cargo,Yes,45,Gore Station,,Gore Station,Gore,,"15,800,000,000.00",02:31,,Boarding,,"15,800,000,000.00",1,2,18,FALSE,Gore Station
59853,cargo,No,71,Bad VÃ¶slau Station,,Bad VÃ¶slau Station,Bad VÃ¶slau,,"53,600,000,000.00",01:23,,Arrived,,"53,600,000,000.00",1,8,6,FALSE,Bad VÃ¶slau Station
47691,passenger,No,60,Fokino Station,,Fokino Station,Fokino,,"80,300,000,000.00",06:52,,Early,,"80,300,000,000.00",1,17,19,TRUE,Fokino Station
52023,passenger,No,19,RÃ­o Bueno Station,,RÃ­o Bueno Station,RÃ­o Bueno,,"27,500,000,000.00",16:09,,On-Time,,"27,500,000,000.00",1,7,15,TRUE,RÃ­o Bueno Station
68959,passenger,Yes,26,Kohima Station,,Kohima Station,Kohima,,"24,100,000,000.00",19:20,,Boarding,,"24,100,000,000.00",0,2,11,TRUE,Kohima Station
4534,cargo,Yes,72,San CristÃ³bal de las Casas Station,,San CristÃ³bal de las Casas Station,San CristÃ³bal de las Casas,,"29,300,000,000.00",16:32,,On-Time,,"29,300,000,000.00",1,12,2,FALSE,San CristÃ³bal de las Casas Station
26985,passenger,Yes,66,Leugnies Station,,Leugnies Station,Leugnies,,"39,300,000,000.00",11:40,,On-Time,,"39,300,000,000.00",1,7,19,TRUE,Leugnies Station
31785,passenger,No,80,ÅžanlÄ±urfa Station,,ÅžanlÄ±urfa Station,ÅžanlÄ±urfa,,"54,100,000,000.00",10:09,,Scheduled,,"54,100,000,000.00",2,8,19,TRUE,ÅžanlÄ±urfa Station
35993,cargo,No,63,Colorado Springs Station,,Colorado Springs Station,Colorado Springs,,"85,000,000,000.00",14:48,,Early,,"85,000,000,000.00",1,16,5,TRUE,Colorado Springs Station
56955,passenger,Yes,84,Biloxi Station,,Biloxi Station,Biloxi,,"75,100,000,000.00",10:33,,Arrived,,"75,100,000,000.00",1,9,11,TRUE,Biloxi Station
50724,cargo,No,74,Wiener Neustadt Station,,Wiener Neustadt Station,Wiener Neustadt,,"49,100,000,000.00",14:09,,Early,,"49,100,000,000.00",0,17,8,TRUE,Wiener Neustadt Station
91724,cargo,Yes,95,Ashbourne Station,,Ashbourne Station,Ashbourne,,"52,900,000,000.00",14:42,,Early,,"52,900,000,000.00",1,6,14,TRUE,Ashbourne Station
19358,passenger,No,59,Caucaia Station,,Caucaia Station,Caucaia,,"80,500,000,000.00",00:55,,Early,,"80,500,000,000.00",0,11,13,FALSE,Caucaia Station
88668,cargo,Yes,23,Valledupar Station,,Valledupar Station,Valledupar,,"62,300,000,000.00",18:53,,Scheduled,,"62,300,000,000.00",1,5,19,FALSE,Valledupar Station
76996,passenger,Yes,81,LÃ o Cai Station,,LÃ o Cai Station,LÃ o Cai,,"51,100,000,000.00",18:27,,Boarding,,"51,100,000,000.00",2,16,9,TRUE,LÃ o Cai Station
87276,passenger,No,86,Huaral Station,,Huaral Station,Huaral,,"39,300,000,000.00",22:18,,Arrived,,"39,300,000,000.00",0,6,15,TRUE,Huaral Station
85438,passenger,Yes,39,Meeuwen Station,,Meeuwen Station,Meeuwen,,"1,710,000,000.00",21:16,,On-Time,,"1,710,000,000.00",0,19,10,TRUE,Meeuwen Station
98984,cargo,No,56,Ockelbo Station,,Ockelbo Station,Ockelbo,,"17,100,000,000.00",08:35,,Early,,"17,100,000,000.00",1,9,16,FALSE,Ockelbo Station
89189,cargo,No,49,Stafford Station,,Stafford Station,Stafford,,"18,100,000,000.00",20:58,,Arrived,,"18,100,000,000.00",1,2,14,FALSE,Stafford Station
57216,passenger,No,13,MÆ°á»ng Lay Station,,MÆ°á»ng Lay Station,MÆ°á»ng Lay,,"20,000,000,000.00",18:00,,Early,,"20,000,000,000.00",1,6,20,FALSE,MÆ°á»ng Lay Station
58601,passenger,No,18,Ghanche Station,,Ghanche Station,Ghanche,,"99,900,000,000.00",14:41,,On-Time,,"99,900,000,000.00",1,5,19,FALSE,Ghanche Station
48692,cargo,Yes,17,Zele Station,,Zele Station,Zele,,"65,600,000,000.00",09:11,,Arrived,,"65,600,000,000.00",1,7,13,FALSE,Zele Station
68976,passenger,No,87,Cartagena del ChairÃ¡ Station,,Cartagena del ChairÃ¡ Station,Cartagena del ChairÃ¡,,"87,600,000,000.00",11:50,,Boarding,,"87,600,000,000.00",1,16,16,FALSE,Cartagena del ChairÃ¡ Station
97745,passenger,No,75,Uruapan Station,,Uruapan Station,Uruapan,,"95,500,000,000.00",14:23,,Early,,"95,500,000,000.00",0,7,12,TRUE,Uruapan Station
24159,cargo,No,48,Seogwipo Station,,Seogwipo Station,Seogwipo,,"50,300,000,000.00",07:06,,Boarding,,"50,300,000,000.00",2,11,13,TRUE,Seogwipo Station
63125,cargo,Yes,91,Leiden Station,,Leiden Station,Leiden,,"46,200,000,000.00",17:30,,Boarding,,"46,200,000,000.00",1,19,19,TRUE,Leiden Station
20897,passenger,No,36,Wanganui Station,,Wanganui Station,Wanganui,,"55,000,000,000.00",06:58,,Scheduled,,"55,000,000,000.00",0,12,4,TRUE,Wanganui Station
62115,cargo,Yes,98,Warri Station,,Warri Station,Warri,,"39,400,000,000.00",17:13,,Scheduled,,"39,400,000,000.00",1,13,9,FALSE,Warri Station
96034,passenger,Yes,94,Vienna Station,,Vienna Station,Vienna,,"80,900,000,000.00",03:33,,Early,,"80,900,000,000.00",1,17,2,TRUE,Vienna Station
35344,passenger,No,40,JÃ¶nkÃ¶ping Station,,JÃ¶nkÃ¶ping Station,JÃ¶nkÃ¶ping,,"64,200,000,000.00",03:05,,On-Time,,"64,200,000,000.00",1,12,16,FALSE,JÃ¶nkÃ¶ping Station
2629,cargo,Yes,98,Sargodha Station,,Sargodha Station,Sargodha,,"35,400,000,000.00",10:28,,Boarding,,"35,400,000,000.00",1,7,13,TRUE,Sargodha Station
26551,cargo,Yes,98,Falun Station,,Falun Station,Falun,,"95,400,000,000.00",17:15,,Early,,"95,400,000,000.00",1,16,15,TRUE,Falun Station
44284,passenger,Yes,88,Cromer Station,,Cromer Station,Cromer,,"94,300,000,000.00",17:09,,Early,,"94,300,000,000.00",0,11,4,FALSE,Cromer Station
96122,passenger,Yes,18,Recife Station,,Recife Station,Recife,,"40,000,000,000.00",15:31,,On-Time,,"40,000,000,000.00",1,12,19,TRUE,Recife Station
54840,passenger,No,68,Soissons Station,,Soissons Station,Soissons,,"19,300,000,000.00",23:38,,Boarding,,"19,300,000,000.00",2,3,5,FALSE,Soissons Station
79719,passenger,No,64,WaÅ‚brzych Station,,WaÅ‚brzych Station,WaÅ‚brzych,,"56,600,000,000.00",05:39,,Early,,"56,600,000,000.00",0,12,10,TRUE,WaÅ‚brzych Station
88794,cargo,Yes,35,Pereira Station,,Pereira Station,Pereira,,"55,200,000,000.00",17:41,,Boarding,,"55,200,000,000.00",1,16,11,TRUE,Pereira Station
81763,passenger,No,63,Stalowa Wola Station,,Stalowa Wola Station,Stalowa Wola,,"85,100,000,000.00",03:39,,Boarding,,"85,100,000,000.00",1,8,12,FALSE,Stalowa Wola Station
97218,cargo,Yes,26,Scunthorpe Station,,Scunthorpe Station,Scunthorpe,,"89,700,000,000.00",20:20,,Early,,"89,700,000,000.00",0,6,17,FALSE,Scunthorpe Station
96803,passenger,No,67,Eastbourne Station,,Eastbourne Station,Eastbourne,,"81,500,000,000.00",12:48,,On-Time,,"81,500,000,000.00",2,13,3,TRUE,Eastbourne Station
29112,cargo,Yes,13,Tomohon Station,,Tomohon Station,Tomohon,,"24,200,000,000.00",18:33,,On-Time,,"24,200,000,000.00",1,11,3,FALSE,Tomohon Station
76080,cargo,No,50,Laon Station,,Laon Station,Laon,,"27,300,000,000.00",11:14,,Boarding,,"27,300,000,000.00",0,12,7,TRUE,Laon Station
56942,passenger,Yes,50,Potenza Station,,Potenza Station,Potenza,,"53,000,000,000.00",06:43,,On-Time,,"53,000,000,000.00",1,18,13,FALSE,Potenza Station
45342,passenger,Yes,31,Dutse Station,,Dutse Station,Dutse,,"39,100,000,000.00",13:02,,Arrived,,"39,100,000,000.00",1,16,6,TRUE,Dutse Station
85462,passenger,Yes,79,San Marcos Station,,San Marcos Station,San Marcos,,"82,900,000,000.00",14:49,,Arrived,,"82,900,000,000.00",0,12,19,FALSE,San Marcos Station
94817,cargo,No,63,Rae-Edzo Station,,Rae-Edzo Station,Rae-Edzo,,"82,000,000,000.00",16:36,,On-Time,,"82,000,000,000.00",0,9,8,TRUE,Rae-Edzo Station
73307,cargo,Yes,86,Henan Station,,Henan Station,Henan,,"21,300,000,000.00",14:43,,On-Time,,"21,300,000,000.00",1,3,3,TRUE,Henan Station
50772,cargo,Yes,44,Caxias do Sul Station,,Caxias do Sul Station,Caxias do Sul,,"41,300,000,000.00",15:39,,Arrived,,"41,300,000,000.00",2,3,6,TRUE,Caxias do Sul Station
73089,passenger,Yes,92,Bremerhaven Station,,Bremerhaven Station,Bremerhaven,,"81,500,000,000.00",10:29,,On-Time,,"81,500,000,000.00",2,12,14,TRUE,Bremerhaven Station
45581,cargo,No,61,Bourges Station,,Bourges Station,Bourges,,"84,300,000,000.00",12:20,,On-Time,,"84,300,000,000.00",0,17,18,FALSE,Bourges Station
65277,cargo,Yes,84,Burgos Station,,Burgos Station,Burgos,,"74,700,000,000.00",05:42,,Boarding,,"74,700,000,000.00",1,16,7,TRUE,Burgos Station
61480,cargo,No,56,Fairbanks Station,,Fairbanks Station,Fairbanks,,"52,400,000,000.00",18:39,,Early,,"52,400,000,000.00",1,18,3,TRUE,Fairbanks Station
71077,passenger,No,29,Piura Station,,Piura Station,Piura,,"30,400,000,000.00",10:33,,Boarding,,"30,400,000,000.00",0,6,16,FALSE,Piura Station
75874,passenger,Yes,16,Tame Station,,Tame Station,Tame,,"32,500,000,000.00",14:23,,On-Time,,"32,500,000,000.00",0,5,2,FALSE,Tame Station
35737,passenger,Yes,75,Parral Station,,Parral Station,Parral,,"91,900,000,000.00",07:02,,On-Time,,"91,900,000,000.00",0,2,18,TRUE,Parral Station
98744,passenger,No,72,Tierra Amarilla Station,,Tierra Amarilla Station,Tierra Amarilla,,"35,000,000,000.00",01:01,,On-Time,,"35,000,000,000.00",0,2,1,TRUE,Tierra Amarilla Station
68002,cargo,No,46,Saumur Station,,Saumur Station,Saumur,,"4,450,000,000.00",21:28,,Boarding,,"4,450,000,000.00",1,10,2,FALSE,Saumur Station
61318,passenger,Yes,93,Oldenburg Station,,Oldenburg Station,Oldenburg,,"15,200,000,000.00",20:58,,Scheduled,,"15,200,000,000.00",1,11,11,FALSE,Oldenburg Station
90856,cargo,Yes,18,Enns Station,,Enns Station,Enns,,"43,700,000,000.00",20:56,,Boarding,,"43,700,000,000.00",1,1,8,FALSE,Enns Station
63277,passenger,Yes,25,Langholm Station,,Langholm Station,Langholm,,"46,600,000,000.00",11:46,,Scheduled,,"46,600,000,000.00",1,10,9,FALSE,Langholm Station
93299,cargo,No,13,Haveli Station,,Haveli Station,Haveli,,"97,900,000,000.00",05:10,,On-Time,,"97,900,000,000.00",0,0,10,TRUE,Haveli Station
21124,passenger,No,12,Cantalupo in Sabina Station,,Cantalupo in Sabina Station,Cantalupo in Sabina,,"25,400,000,000.00",21:16,,On-Time,,"25,400,000,000.00",1,14,8,TRUE,Cantalupo in Sabina Station
63003,cargo,Yes,21,Wanaka Station,,Wanaka Station,Wanaka,,"35,600,000,000.00",17:12,,Arrived,,"35,600,000,000.00",0,3,8,FALSE,Wanaka Station
2268,cargo,Yes,68,Emmen Station,,Emmen Station,Emmen,,"92,400,000,000.00",21:08,,Scheduled,,"92,400,000,000.00",1,5,20,FALSE,Emmen Station
11487,cargo,Yes,77,Saint-DiÃ©-des-Vosges Station,,Saint-DiÃ©-des-Vosges Station,Saint-DiÃ©-des-Vosges,,"54,100,000,000.00",04:57,,Scheduled,,"54,100,000,000.00",0,12,13,TRUE,Saint-DiÃ©-des-Vosges Station
23843,cargo,No,94,Corozal Station,,Corozal Station,Corozal,,"18,300,000,000.00",09:01,,On-Time,,"18,300,000,000.00",0,19,0,TRUE,Corozal Station
39125,cargo,No,54,Jilin Station,,Jilin Station,Jilin,,"20,500,000,000.00",04:14,,Arrived,,"20,500,000,000.00",1,10,10,FALSE,Jilin Station
16593,passenger,Yes,88,Kinross Station,,Kinross Station,Kinross,,"32,800,000,000.00",02:14,,On-Time,,"32,800,000,000.00",0,11,16,FALSE,Kinross Station
75992,cargo,No,99,Puntarenas Station,,Puntarenas Station,Puntarenas,,"39,000,000,000.00",08:18,,Boarding,,"39,000,000,000.00",0,1,2,TRUE,Puntarenas Station
68622,cargo,No,52,Battagram Station,,Battagram Station,Battagram,,"76,000,000,000.00",18:01,,Early,,"76,000,000,000.00",2,14,17,FALSE,Battagram Station
95927,passenger,No,77,Traiskirchen Station,,Traiskirchen Station,Traiskirchen,,"29,200,000,000.00",20:46,,Boarding,,"29,200,000,000.00",2,17,5,FALSE,Traiskirchen Station
19026,passenger,Yes,28,Itzehoe Station,,Itzehoe Station,Itzehoe,,"95,500,000,000.00",21:16,,Early,,"95,500,000,000.00",2,1,14,FALSE,Itzehoe Station
3530,passenger,No,37,Schweinfurt Station,,Schweinfurt Station,Schweinfurt,,"87,400,000,000.00",12:47,,Scheduled,,"87,400,000,000.00",1,2,17,FALSE,Schweinfurt Station
25134,cargo,Yes,43,Liaoning Station,,Liaoning Station,Liaoning,,"5,940,000,000.00",17:55,,On-Time,,"5,940,000,000.00",0,10,14,FALSE,Liaoning Station
64942,cargo,No,60,SahagÃºn Station,,SahagÃºn Station,SahagÃºn,,"54,800,000,000.00",19:41,,Boarding,,"54,800,000,000.00",0,19,17,TRUE,SahagÃºn Station
16092,passenger,Yes,36,KitzbÃ¼hel Station,,KitzbÃ¼hel Station,KitzbÃ¼hel,,"50,200,000,000.00",22:23,,Early,,"50,200,000,000.00",0,7,6,TRUE,KitzbÃ¼hel Station
13226,cargo,No,98,Katsina Station,,Katsina Station,Katsina,,"64,000,000,000.00",23:48,,Early,,"64,000,000,000.00",1,4,14,FALSE,Katsina Station
1698,cargo,Yes,74,Illkirch-Graffenstaden Station,,Illkirch-Graffenstaden Station,Illkirch-Graffenstaden,,"3,240,000,000.00",09:05,,Early,,"3,240,000,000.00",2,10,16,TRUE,Illkirch-Graffenstaden Station
73773,passenger,Yes,41,San Mauro Marchesato Station,,San Mauro Marchesato Station,San Mauro Marchesato,,"68,300,000,000.00",16:02,,Scheduled,,"68,300,000,000.00",1,10,16,TRUE,San Mauro Marchesato Station
35609,passenger,Yes,33,Mexico City Station,,Mexico City Station,Mexico City,,"46,500,000,000.00",02:57,,Arrived,,"46,500,000,000.00",2,15,1,TRUE,Mexico City Station
85758,passenger,No,35,Niort Station,,Niort Station,Niort,,"17,000,000,000.00",21:04,,Early,,"17,000,000,000.00",2,7,13,TRUE,Niort Station
91342,cargo,Yes,52,Ä°mamoÄŸlu Station,,Ä°mamoÄŸlu Station,Ä°mamoÄŸlu,,"53,100,000,000.00",05:03,,Scheduled,,"53,100,000,000.00",1,10,6,FALSE,Ä°mamoÄŸlu Station
33106,cargo,Yes,11,Lakki Marwat Station,,Lakki Marwat Station,Lakki Marwat,,"90,700,000,000.00",15:07,,Early,,"90,700,000,000.00",0,18,1,TRUE,Lakki Marwat Station
42954,passenger,No,22,KÃ¶ln Station,,KÃ¶ln Station,KÃ¶ln,,"35,300,000,000.00",11:44,,On-Time,,"35,300,000,000.00",0,14,17,FALSE,KÃ¶ln Station
26183,cargo,Yes,72,Beijing Station,,Beijing Station,Beijing,,"87,500,000,000.00",03:37,,On-Time,,"87,500,000,000.00",0,19,18,TRUE,Beijing Station
6239,cargo,No,54,Upplands VÃ¤sby Station,,Upplands VÃ¤sby Station,Upplands VÃ¤sby,,"57,900,000,000.00",11:10,,Early,,"57,900,000,000.00",1,17,2,FALSE,Upplands VÃ¤sby Station
40600,cargo,Yes,25,MauÃ¡ Station,,MauÃ¡ Station,MauÃ¡,,"57,700,000,000.00",01:35,,On-Time,,"57,700,000,000.00",1,16,11,FALSE,MauÃ¡ Station
94347,cargo,Yes,34,Äá»“ng Há»›i Station,,Äá»“ng Há»›i Station,Äá»“ng Há»›i,,"55,900,000,000.00",07:51,,Boarding,,"55,900,000,000.00",1,13,19,FALSE,Äá»“ng Há»›i Station
28251,passenger,Yes,58,Watford Station,,Watford Station,Watford,,"76,200,000,000.00",07:28,,Boarding,,"76,200,000,000.00",1,16,6,TRUE,Watford Station
76370,passenger,Yes,34,Uikhoven Station,,Uikhoven Station,Uikhoven,,"10,900,000,000.00",21:44,,Early,,"10,900,000,000.00",1,10,17,FALSE,Uikhoven Station
85889,cargo,No,40,Argyle Station,,Argyle Station,Argyle,,"3,430,000,000.00",09:47,,Boarding,,"3,430,000,000.00",0,18,9,TRUE,Argyle Station
49795,passenger,Yes,77,Siracusa Station,,Siracusa Station,Siracusa,,"15,800,000,000.00",12:51,,Boarding,,"15,800,000,000.00",0,2,7,FALSE,Siracusa Station
11789,cargo,Yes,41,Frankston Station,,Frankston Station,Frankston,,"42,900,000,000.00",08:40,,Boarding,,"42,900,000,000.00",0,9,12,TRUE,Frankston Station
19237,passenger,Yes,75,Stockholm Station,,Stockholm Station,Stockholm,,"68,400,000,000.00",06:25,,Scheduled,,"68,400,000,000.00",1,11,4,TRUE,Stockholm Station
36905,cargo,No,47,Mokpo Station,,Mokpo Station,Mokpo,,"76,400,000,000.00",22:12,,Scheduled,,"76,400,000,000.00",2,8,16,FALSE,Mokpo Station
86183,passenger,Yes,45,CheÅ‚m Station,,CheÅ‚m Station,CheÅ‚m,,"23,000,000,000.00",03:24,,Scheduled,,"23,000,000,000.00",1,2,19,FALSE,CheÅ‚m Station
64000,cargo,No,85,ParanaguÃ¡ Station,,ParanaguÃ¡ Station,ParanaguÃ¡,,"50,300,000,000.00",20:27,,Early,,"50,300,000,000.00",1,6,13,FALSE,ParanaguÃ¡ Station
14323,cargo,No,56,Te Awamutu Station,,Te Awamutu Station,Te Awamutu,,"8,450,000,000.00",02:44,,Early,,"8,450,000,000.00",1,3,15,FALSE,Te Awamutu Station
86151,passenger,Yes,15,Anzio Station,,Anzio Station,Anzio,,"76,300,000,000.00",20:02,,Arrived,,"76,300,000,000.00",1,20,19,FALSE,Anzio Station
86345,cargo,No,81,Siegendorf Station,,Siegendorf Station,Siegendorf,,"19,000,000,000.00",19:21,,Early,,"19,000,000,000.00",0,4,11,TRUE,Siegendorf Station
94258,passenger,No,55,LeganÃ©s Station,,LeganÃ©s Station,LeganÃ©s,,"51,100,000,000.00",06:42,,Early,,"51,100,000,000.00",1,1,6,TRUE,LeganÃ©s Station
59638,cargo,Yes,35,Ciudad Real Station,,Ciudad Real Station,Ciudad Real,,"33,100,000,000.00",09:29,,Arrived,,"33,100,000,000.00",2,16,18,FALSE,Ciudad Real Station
98524,cargo,No,18,Rhemes-Saint-Georges Station,,Rhemes-Saint-Georges Station,Rhemes-Saint-Georges,,"34,500,000,000.00",22:23,,Early,,"34,500,000,000.00",1,2,9,FALSE,Rhemes-Saint-Georges Station
15258,passenger,Yes,51,Plauen Station,,Plauen Station,Plauen,,"14,100,000,000.00",23:24,,On-Time,,"14,100,000,000.00",2,1,1,FALSE,Plauen Station
38214,passenger,No,68,Jemappes Station,,Jemappes Station,Jemappes,,"96,900,000,000.00",09:41,,Boarding,,"96,900,000,000.00",0,13,4,FALSE,Jemappes Station
50756,passenger,No,49,Puerto NariÃ±o Station,,Puerto NariÃ±o Station,Puerto NariÃ±o,,"40,000,000,000.00",08:13,,Scheduled,,"40,000,000,000.00",2,20,8,TRUE,Puerto NariÃ±o Station
3073,cargo,No,96,Winterswijk Station,,Winterswijk Station,Winterswijk,,"70,500,000,000.00",23:00,,Early,,"70,500,000,000.00",1,14,3,FALSE,Winterswijk Station
21270,cargo,Yes,16,Coihueco Station,,Coihueco Station,Coihueco,,"57,900,000,000.00",11:37,,Boarding,,"57,900,000,000.00",1,19,15,FALSE,Coihueco Station
79455,cargo,No,40,Jinju Station,,Jinju Station,Jinju,,"44,400,000,000.00",05:12,,Arrived,,"44,400,000,000.00",1,10,1,TRUE,Jinju Station
64864,passenger,No,24,Jiangsu Station,,Jiangsu Station,Jiangsu,,"79,600,000,000.00",06:47,,Early,,"79,600,000,000.00",0,15,6,TRUE,Jiangsu Station
61452,passenger,No,84,Maranguape Station,,Maranguape Station,Maranguape,,"32,000,000,000.00",10:30,,On-Time,,"32,000,000,000.00",1,12,2,FALSE,Maranguape Station
65551,passenger,Yes,39,Bydgoszcz Station,,Bydgoszcz Station,Bydgoszcz,,"38,000,000,000.00",05:02,,Boarding,,"38,000,000,000.00",2,6,10,FALSE,Bydgoszcz Station
68840,cargo,Yes,36,Eisleben Station,,Eisleben Station,Eisleben,,"53,800,000,000.00",12:50,,Boarding,,"53,800,000,000.00",2,4,3,FALSE,Eisleben Station
77849,cargo,Yes,89,Erquelinnes Station,,Erquelinnes Station,Erquelinnes,,"13,500,000,000.00",21:00,,On-Time,,"13,500,000,000.00",1,15,13,TRUE,Erquelinnes Station
14649,passenger,No,21,Shandong Station,,Shandong Station,Shandong,,"45,400,000,000.00",18:47,,Early,,"45,400,000,000.00",0,5,0,FALSE,Shandong Station
3068,passenger,Yes,93,Konin Station,,Konin Station,Konin,,"8,430,000,000.00",10:09,,Boarding,,"8,430,000,000.00",2,5,1,FALSE,Konin Station
81190,cargo,No,86,Rum Station,,Rum Station,Rum,,"81,900,000,000.00",16:22,,Early,,"81,900,000,000.00",1,14,4,TRUE,Rum Station
22915,cargo,No,85,Ráº¡ch GiÃ¡ Station,,Ráº¡ch GiÃ¡ Station,Ráº¡ch GiÃ¡,,"85,600,000,000.00",16:29,,Arrived,,"85,600,000,000.00",1,5,11,FALSE,Ráº¡ch GiÃ¡ Station
73724,passenger,No,85,Belfast Station,,Belfast Station,Belfast,,"13,800,000,000.00",09:56,,Early,,"13,800,000,000.00",2,15,8,FALSE,Belfast Station
89024,cargo,No,44,Sevastopol Station,,Sevastopol Station,Sevastopol,,"80,000,000,000.00",04:35,,Early,,"80,000,000,000.00",1,18,2,TRUE,Sevastopol Station
23453,passenger,No,36,KrakÃ³w Station,,KrakÃ³w Station,KrakÃ³w,,"15,400,000,000.00",10:01,,Arrived,,"15,400,000,000.00",0,14,10,TRUE,KrakÃ³w Station
96762,passenger,Yes,20,Monte Patria Station,,Monte Patria Station,Monte Patria,,"5,740,000,000.00",06:16,,Early,,"5,740,000,000.00",1,12,4,FALSE,Monte Patria Station
17604,passenger,Yes,23,Etroubles Station,,Etroubles Station,Etroubles,,"99,700,000,000.00",08:09,,Arrived,,"99,700,000,000.00",2,6,15,TRUE,Etroubles Station
78371,cargo,Yes,30,Sankt Ingbert Station,,Sankt Ingbert Station,Sankt Ingbert,,"30,500,000,000.00",06:04,,Scheduled,,"30,500,000,000.00",1,17,7,FALSE,Sankt Ingbert Station
23083,passenger,Yes,59,Heilongjiang Station,,Heilongjiang Station,Heilongjiang,,"72,400,000,000.00",00:20,,Early,,"72,400,000,000.00",0,18,7,FALSE,Heilongjiang Station
69158,cargo,Yes,18,Ila Station,,Ila Station,Ila,,"99,100,000,000.00",22:19,,Boarding,,"99,100,000,000.00",2,11,6,TRUE,Ila Station
19767,cargo,No,66,Whyalla Station,,Whyalla Station,Whyalla,,"52,700,000,000.00",21:49,,Early,,"52,700,000,000.00",1,2,12,FALSE,Whyalla Station
82374,cargo,No,53,Porto Alegre Station,,Porto Alegre Station,Porto Alegre,,"54,600,000,000.00",13:11,,On-Time,,"54,600,000,000.00",1,1,6,TRUE,Porto Alegre Station
99369,cargo,Yes,56,Arnhem Station,,Arnhem Station,Arnhem,,"81,300,000,000.00",13:42,,On-Time,,"81,300,000,000.00",1,8,8,FALSE,Arnhem Station
81095,passenger,No,24,Raigarh Station,,Raigarh Station,Raigarh,,"76,200,000,000.00",16:39,,Scheduled,,"76,200,000,000.00",1,3,14,FALSE,Raigarh Station
96296,cargo,Yes,96,Strona Station,,Strona Station,Strona,,"35,600,000,000.00",10:34,,Scheduled,,"35,600,000,000.00",1,14,14,TRUE,Strona Station
78780,cargo,No,15,Hastings Station,,Hastings Station,Hastings,,"3,450,000,000.00",23:12,,On-Time,,"3,450,000,000.00",0,9,14,TRUE,Hastings Station
93330,cargo,No,93,Renfrew Station,,Renfrew Station,Renfrew,,"84,500,000,000.00",21:33,,Scheduled,,"84,500,000,000.00",1,5,20,TRUE,Renfrew Station
38988,passenger,No,70,Tuxtla GutiÃ©rrez Station,,Tuxtla GutiÃ©rrez Station,Tuxtla GutiÃ©rrez,,"80,400,000,000.00",21:25,,On-Time,,"80,400,000,000.00",0,5,2,TRUE,Tuxtla GutiÃ©rrez Station
53643,passenger,Yes,19,Paillaco Station,,Paillaco Station,Paillaco,,"13,700,000,000.00",02:42,,Boarding,,"13,700,000,000.00",1,6,6,FALSE,Paillaco Station
87916,passenger,No,26,MabomprÅ½ Station,,MabomprÅ½ Station,MabomprÅ½,,"80,800,000,000.00",16:40,,Arrived,,"80,800,000,000.00",1,3,7,FALSE,MabomprÅ½ Station
83007,cargo,Yes,38,Funtua Station,,Funtua Station,Funtua,,"50,500,000,000.00",15:52,,Scheduled,,"50,500,000,000.00",1,18,9,FALSE,Funtua Station
76421,passenger,Yes,84,Passau Station,,Passau Station,Passau,,"68,500,000,000.00",00:33,,Scheduled,,"68,500,000,000.00",0,17,5,TRUE,Passau Station
